"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"Good Shepherd UMC After School Program";;"3800 Roland Ave.";;"Baltimore";"MD";21211;"443-835-3739";;"BALTIMORE CITY";;;;;;"10–14";;"http://www.goodshepherdhampden.com/";;"Mon, Tues, Wed";"2:30pm - 5:30pm";;;"Good Shepherd UMC Vision: We are called to address the needs of God’s children within and beyond our walls. Good Shepherd UMC After School Program Vision: We are called to provide after school program for youth that is open, safe, supportive, fun and creative.";;;"YES";"NO";;
"The Arena Club Before & After School Care";;"2304 Churchville Rd";;"Bel Air";"MD";21015;"410-734-7300";;"HARFORD";;;;;;"5–12";"YES";"https://www.thearenaclub.com/";;"Monday - Friday";"Before Care begins at 6:45am; After Care ends at 6:00pm";;;"The Arena Club’s Before & After School program is a licensed program for children ages 5-12 years old. Our goal is to create a fun and safe environment every day after school for children while their parents are hard at work. The program includes homework time, snack time, trampoline jumping, games on our sports court, swimming, outdoor play, classroom activities, field trips on early dismissal days and much more! The Arena Club vans pick up from many local schools.";;"Before & After Care: $439 Per Month / Member Discounted Rate: $409; After Care Only: $349 Per Month / Member Discounted Rate: $319; Registration Fee: $100 (Non-Refundable) Due at Registration";"YES";"NO";;
"Karate Family Center Transported Before & After School Program";;"1102 North Rolling Rd";;"Catonsville";"MD";21228;"410-788-3700";;"BALTIMORE";"karatefamilycenter@gmail.com";;;;;;"YES";"https://www.karatefamilycenter.com/";;;;;;"During those crucial after school hours, your child will learn self-defense, respect, self-control, self-discipline. When school starts, so does our before and after school karate program. Monday through Friday, we will drop Off and pick your child up from school. We will help with homework, provide a healthy snack, teach karate and Take your child to the park. This program is very popular and space is limited so don’t wait…Register TODAY! Our programs develop personality and character and we encourage children to concentrate on schoolwork.";;;"YES";"NO";;
"Childtime of Gaithersburg - Before and After School";;"1199 Quince Orchard Blvd";;"Gaithersburg";"MD";20878;"301-948-2556";;"MONTGOMERY";;;;;;;"YES";"https://www.childtime.com/";;;;;;"Mixing independent and organized activities, education and recreation, our Before- and After-School Clubs focus on daily goal setting, team building, homework support, community projects, and self-reflection. Students experience: Structured, supportive environment for studying; Team-building and self-reflection activities; Healthy breakfasts and snacks. We also offer additional opportunities for school-age students during school breaks, holidays, and summer vacation. And we may offer transportation to and from your elementary school.";;;"YES";"NO";;
"Childtime of Waldorf - Before and After School";;"78 Industrial Park Circle";;"Waldorf";"MD";20602;"301-645-7905";;"CHARLES";;;;;;;"YES";"https://www.childtime.com/";;;;;;"Mixing independent and organized activities, education and recreation, our Before- and After-School Clubs focus on daily goal setting, team building, homework support, community projects, and self-reflection. Students experience: Structured, supportive environment for studying; Team-building and self-reflection activities; Healthy breakfasts and snacks. We also offer additional opportunities for school-age students during school breaks, holidays, and summer vacation. And we may offer transportation to and from your elementary school.";;;"YES";"NO";;
"Childtime of Hanover - Before and After School";;"1341 Ashton Road";;"Hanover";"MD";21076;"410-850-4415";;"ANNE ARUNDEL";;;;;;;"YES";"https://www.childtime.com/";;;;;;"Mixing independent and organized activities, education and recreation, our Before- and After-School Clubs focus on daily goal setting, team building, homework support, community projects, and self-reflection. Students experience: Structured, supportive environment for studying; Team-building and self-reflection activities; Healthy breakfasts and snacks. We also offer additional opportunities for school-age students during school breaks, holidays, and summer vacation. And we may offer transportation to and from your elementary school.";;;"YES";"NO";;
"Childtime of Columbia - Before and After School";;"6905 Oakland Mills Road";;"Columbia";"MD";21045;"410-309-4020";;"HOWARD";;;;;;;"YES";"https://www.childtime.com/";;;;;;"Mixing independent and organized activities, education and recreation, our Before- and After-School Clubs focus on daily goal setting, team building, homework support, community projects, and self-reflection. Students experience: Structured, supportive environment for studying; Team-building and self-reflection activities; Healthy breakfasts and snacks. We also offer additional opportunities for school-age students during school breaks, holidays, and summer vacation. And we may offer transportation to and from your elementary school.";;;"YES";"NO";;
"Childtime of Ellicott City - Before and After School";;"4895 Montgomery Road";;"Ellicott City";"MD";21043;"410-480-9212";;"HOWARD";;;;;;;"YES";"https://www.childtime.com/";;;;;;"Mixing independent and organized activities, education and recreation, our Before- and After-School Clubs focus on daily goal setting, team building, homework support, community projects, and self-reflection. Students experience: Structured, supportive environment for studying; Team-building and self-reflection activities; Healthy breakfasts and snacks. We also offer additional opportunities for school-age students during school breaks, holidays, and summer vacation. And we may offer transportation to and from your elementary school.";;;"YES";"NO";;
"Childtime of Bel Air - Before and After School";;"804 Moores Mill Road";;"Bel Air";"MD";21014;"410-893-1580";;"HARFORD";;;;;;;"YES";"https://www.childtime.com/";;;;;;"Mixing independent and organized activities, education and recreation, our Before- and After-School Clubs focus on daily goal setting, team building, homework support, community projects, and self-reflection. Students experience: Structured, supportive environment for studying; Team-building and self-reflection activities; Healthy breakfasts and snacks. We also offer additional opportunities for school-age students during school breaks, holidays, and summer vacation. And we may offer transportation to and from your elementary school.";;;"YES";"NO";;
"Childtime of Belcamp - Before and After School";;"1322 Policy Drive";;"Belcamp";"MD";21017;"410-272-7172";;"HARFORD";;;;;;;"YES";"https://www.childtime.com/";;;;;;"Mixing independent and organized activities, education and recreation, our Before- and After-School Clubs focus on daily goal setting, team building, homework support, community projects, and self-reflection. Students experience: Structured, supportive environment for studying; Team-building and self-reflection activities; Healthy breakfasts and snacks. We also offer additional opportunities for school-age students during school breaks, holidays, and summer vacation. And we may offer transportation to and from your elementary school.";;;"YES";"NO";;
"Hot Spots Extended Care Program @ William S. James ES";;"1 Laurentum Parkway";;"Abingdon";"MD";21009;"410-515-8750";102;"HARFORD";"pdhswilliamsjames@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Forest Lakes ES";;"100 S. Osbourne Parkway";;"Forest Hill";"MD";21050;"410-515-8750";102;"HARFORD";"pdhsforestlakes@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Joppatowne ES";;"407 Timble Rd.";;"Joppa";"MD";21085;"410-515-8750";102;"HARFORD";"pdhsjoppatowne@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Hickory ES";;"2100 Conowingo Rd.";;"Bel Air";"MD";21014;"410-515-8750";102;"HARFORD";"pdhshickory@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Vincent Farm ES";;"6019 Ebenezer Rd.";;"White Marsh";"MD";21162;"410-515-8750";102;"BALTIMORE";"pdhsvincentfarm@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Lyons Mill ES";;"9435 Lyons Mill Rd.";;"Owings Mills";"MD";21117;"410-515-8750";102;"BALTIMORE";"pdhslyonsmill@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Mays Chapel ES";;"12250 Roundwood Rd.";;"Timonium";"MD";21093;"410-515-8750";102;"BALTIMORE";"pdhsmayschapel@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Fort Garrison ES";;"3310 Woodvalley Dr.";;"Pikesville";"MD";21208;"410-515-8750";102;"BALTIMORE";"pdhsfortgarrison@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Timonium ES";;"2001 Eastridge Rd.";;"Timonium";"MD";21093;"410-515-8750";102;"BALTIMORE";"pdhstimonium@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Freedom ES";;"5262 Sykesville Rd.";;"Sykesville";"MD";21784;"410-515-8750";102;"CARROLL";"pdhsfreedom@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Linton Springs ES";;"375 Ronsdale Rd.";;"Sykesville";"MD";21784;"410-515-8750";102;"CARROLL";"pdhslintonsprings@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Carrolltowne ES";;"6542 Ridge Rd.";;"Sykesville";"MD";21784;"410-515-8750";102;"CARROLL";"pdhscarrolltowne@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Hot Spots Extended Care Program @ Ebb Valley ES";;"3100 Swiper Dr.";;"Manchester";"MD";21102;"410-515-8750";102;"CARROLL";"pdhsebbvalley@hsecp.org";;;;;;;"http://www.hsecp.org/";;;;;;"Our vision is to promote academic achievement by extending learning outside of the classroom and strengthening the school-community relationships through collaboration and partnerships with educational leaders and community stakeholders. As a non-profit organization, Hot Spots provides a high quality, student-centered educational program with resources that support digital learners, academics and social growth. Our program promotes a safe, positive, caring environment. As an innovative leader within the educational field, Hot Spots is committed to school and community partnerships.";;;"YES";"NO";"http://www.hsecp.org/site/wp-content/uploads/2016/11/logo-hsecp-1.png";
"Aventuras Afterschool Enrichment";;"6006 Executive Boulevard, 3rd Floor";;"Rockville";"MD";20852;"240-242-4957";;"MONTGOMERY";;;;;;;"YES";"https://www.wholekidsacademy.com/";;"Monday - Friday";"3:15pm - 6:30pm ";;;"Our long awaited hopes for an after school language enrichment program have been realized with Aventuras, for Kindergarten - 5th graders at WKA. The program is held Monday - Friday from 3:15 - 6:30 p.m. We are also be providing camp days on MCPS half days, in-service days and over spring break. MCPS bus transportation will be provided from Luxmanor, Ashburton, Wyngate and Garrett Park elementary schools to WKA.  More area schools may be added.  Please let us know if you child's school is not included.  Our staff will be here to greet the children at drop off each day. Kids will enjoy a healthy snack, fresh air and outdoor play time and the opportunity to participate in a variety of activities throughout the year to include art, music, cooking, STEM, reading, games, various cultural activities, field trips, special guests and other learning opportunities, with the majority of all instruction and activities being provided in Spanish!";;"Monthly Tuition Afternoon Enrichment: 1 Day $140, 2 Days $275, 3 Days $398, 4 Days $505, 5 Days $600; Daily Drop-In Rate Regular Day (3pm-6:30pm) $35; Half Day (12-6pm) $55; Full Day (9-6pm) $75";"YES";"NO";"https://1.cdn.edl.io/1ceWYhJXTT8OqwDaC0DJqlUbIjsCLMBHBbijCuFGjhi3L2I0.jpg";
"School of the Incarnation Before & After School Programs";;"2601 Symphony Lane";;"Gambrills";"MD";21054;"410-519-2285";;"ANNE ARUNDEL";;;;;;;;"http://www.schooloftheincarnation.org/";;"Monday - Friday";"6:30am - 8:00am | 3:00pm - 6:00pm";;;"The School of the Incarnation offers a Before and After Extended School Program (ESP). ";;"Before-school care: 1st Child Monthly Cost Sep-June $140, 2nd Child Monthly Cost Sep-June $105, 3rd+ Child Monthly Cost Sep-June $78; After-school care: 1st Child Monthly Cost Sep-June $278, 2nd Child Monthly Cost Sep-June $208, 3rd+ Child Monthly Cost Sep-June $156; Both before & after-school care: 1st Child Monthly Cost Sep-June $372, 2nd Child Monthly Cost Sep-June $279, 3rd+ Child Monthly Cost Sep-June $210; Early Dismissal Days Only $50";"YES";"NO";;
"MoEd";;"8300 Meadowbrook Lane";;"Chevy Chase";"MD";20815;"240-450-0689";;"MONTGOMERY";"contact@moedcommunity.org";;;;;;;"http://www.moedcommunity.org/";;;;;;"MoEd includes play-time to encourage children to relax and connect with their Jewish peers. Our Hebrew and Judaics program also emphasizes learning through play. Our Hebrew study takes an immersive approach to Modern Hebrew language, made possible by our native Hebrew speaking staff. Our Judaics curriculum includes such topics as the Jewish calendar, history, and Jewish texts, with emphases that vary from year to year. Each topic we study is approached in many ways, including through songs, games, creative activities, and stories, with a strong emphasis on engaging the children and giving them ownership of their learning.";;;"YES";"NO";"http://static1.squarespace.com/static/56d8ca1155598608e1da1a75/t/56d8d1163c44d8ed7e6ad4a1/1519946048552/?format=1500w";
"Friends Community School Before & After Care";;"5901 Westchester Park Drive";;"College Park";"MD";20740;"301-441-2100 ";;"PRINCE GEORGE'S";;;;;;;;"https://www.friendscommunityschool.org/";;"Monday - Friday";"7:40am - 8:15am | after school - 6:00pm";;;"FCS’s extended-day program is a supervised period when students can run around outside, play games, do arts and crafts, and generally be kids. The program offers a Homework Club in the library, where students have access to tables, relaxed seating, laptops (for grades 3 and above), other research materials, and help from adults. As a courtesy to parents, the school does not charge for children who are dropped off after 8:00 a.m. Lower school students are dismissed a half-hour earlier than Middle School; those with older siblings or carpools can wait in Ex-Day free of charge. When the school has a delayed opening or early close due to inclement weather or another emergency, no extended-day program is available. Located in College Park, MD, Friends Community School is a progressive Quaker K-8 day school, founded on the belief that every child is a valued member of our community. We offer a challenging curriculum imbued with strong values of equality, integrity, community, environmental stewardship, simplicity and peaceful conflict resolution, rooted in our Quaker heritage.";;;"YES";"NO";;
"St. Michael - St. Clement School Before & After School Programs";;"10 Willow Avenue";;"Baltimore";"MD";21206;"410-668-8797";;"BALTIMORE CITY";;;;;;;;"https://stmstc.org/";;"Monday - Friday";"7:00am - 7:30 am | school dismissal - 6:00pm";;;"St. Michael - St. Clement School offers both before and after school care, licensed by the state of Maryland. The extended day care program is staffed by a quality team of caring, experienced adults and provides a high quality childcare experience. The program is designed to engage children in a variety of developmentally tailored, high interest, and age appropriate activities. It blends a structured program with spirited play and directed free time. Some planned activities may include art, music, drama, creative play, STEM activities, yoga and meditation. Although the program is non-academic in nature, time is built into the day for students to complete homework assignments. A nutritious snack is provided daily. Before and after care is held on school property in Laboure Hall. ";;;"YES";"NO";;
"Christ Church Children's Center Before & After School Enhancement Program";;"12 South Church Street";;"Middletown";"MD";21769;"301-371-0360";;"FREDERICK";"cccc.middletown@gmail.com";;;"Missy";"Payne";"5–12";"YES";"http://www.christchurchchildrenscenter.net/";;"Monday - Friday";"6:30am until school begins | school end until 6:00pm";;;"Before and/or after school care is available from 6:30AM to the beginning of the regular school day and after school dismissal until our closing hour of 6:00PM. ​Middletown Primary School provides bus transportatiion to and from the Children's center. Middletown Elementary School children are transported by a Center certified teacher in our Children's Center van. On most afternoons when the school age children arrive at the center, they clean up, have snack and have apporximately 30 minutes of home work time. Teachers and aides are available to help with homework. Children without homework may look at books independently during this time. After this time children may be making crafts, participating in group activities or playing outside on the playground, weather permitting.";;;"YES";"NO";;
"Awesome Martial Arts After School Martial Arts Program";;"6785 Business Pkwy, Suite #103";;"Elkridge";"MD";21075;"443-776-3130";;"HOWARD";;;;;;;"YES";"http://www.awesomemartialartselkridge.com/";;;;;;"Introducing the Elkridge after school martial arts program: an awesome blend of fun & games, focused learning, exercise & more - every afternoon. And because we pick your child up from school 5 days a week, you know they're in great hands from the moment the bell rings to the moment they're back in your arms.";;;"YES";"NO";"http://www.awesomemartialartselkridge.com/assets/school/906/logo.png";
"St. Joseph School Before & After School Programs";;"105 Church Lane";;"Cockeysville";"MD";21030;"410-683-0600";3;"BALTIMORE";;;;;;;;"https://school.sjpmd.org/";;"Monday - Friday";"7:00am - 8:05am | 3:00pm - 6:00pm";;;"This extended day care service provides high quality childcare experiences based upon the child’s physical, emotional, social and intellectual needs. Activities are designed to be developmentally appropriate and are based, in part, upon the child’s own needs and interests. Although the program is non-academic in nature, time is allocated for children to complete their homework. The curriculum offers a structured balance of energetic play, creative activities and intellectually challenging pursuits – all supervised by qualified, experienced and caring St. Joseph School staff.  A nutritious snack is provided mid-afternoon.";;;"YES";"NO";;
"St. Joan of Arc School Before & After School Programs";;"230 S Law St";;"Aberdeen";"MD";21001;"410-272-1387";;"HARFORD";;;;;;;;"https://www.school.stjoanarc.org/";;"Monday - Friday";"7:00am - 8:00am | 3:10pm - 6:00pm";;;"St. Joan of Arc School offers an Extended Care Program for working parents from 7-8AM and 3:10-6PM. This program is fully licensed by the State of Maryland and offers a structured and safe environment for students. Students have free play, snack, planned activities, and opportunities to complete homework and receive homework help. The Extended Care Program is in operation on regular school days including scheduled half days and Archdiocesan Professional days as long as the 7+ attendance is reached. Students may walk to local venues for lunch and activities. The Program can be used on a weekly basis for which parents will pay a monthly rate in advance. The program may also be used on an hourly basis.";;;"YES";"NO";;
"Boys & Girls Clubs of Southern Maine - Auburn/Lewiston Clubhouse";;"43 Second Street";;"Auburn";"ME";"04210";"207-782-2446";;"ANDROSCOGGIN";"mmoody@bgcmaine.org";;;"Maura";"Moody";"7–18";"YES";"http://www.bgcmaine.org/";;"Monday - Friday";"2:00pm - 8:00pm; Grades 6 or below: 2:00pm - 6:00pm";;;"Since 1995, the Auburn/Lewiston Clubhouse has offered after-school programs for children and teens, ages 7-18. The Boys & Girls Club provides a safe environment for young people to learn, build character and be with friends after school and during the summer. With an annual membership to the Clubs, members can enjoy the learning center for homework assistance, the art room to create something exciting, get active in the Club's gymnasium, and enjoy a nutritious snack each day.";;"Membership Fee: $5 per year";"YES";"NO";"https://irp-cdn.multiscreensite.com/7feae4b6/dms3rep/multi/desktop/BGC_BLK_LogoMAINE-411x97.png";
"Boys & Girls Clubs of Southern Maine - Portland Clubhouse";;"277 Cumberland Avenue";;"Portland";"ME";"04101";"207-874-1070";;"CUMBERLAND";"jpierce@bgcmaine.org";;;"Jen";"Pierce";"7–18";;"http://www.bgcmaine.org/";;"Monday - Friday";"2:30pm - 9:00pm;  2:00pm - 7:00pm for members ages 12 + under";;;"The Portland Clubhouse has offered after-school programs for children ages 7-18 since 1909. The Clubhouse provides a safe environment for youth to spend their out of school time. With an annual membership to Boys & Girls Clubs of Southern Maine, members can enjoy the learning center for homework assistance, the art room to be creative, get active in the Club's gymnasium, cool off in the swimming pool and enjoy a nutritious snack or meal every day.";;"Membership Fee: $5 per year";"YES";"NO";"https://irp-cdn.multiscreensite.com/7feae4b6/dms3rep/multi/desktop/BGC_BLK_LogoMAINE-411x97.png";
"Boys & Girls Clubs of Southern Maine - Riverton Park Clubhouse";;"55 Riverton Drive";;"Portland";"ME";"04103";"207-797-9048";;"CUMBERLAND";"tpanagakos@bgcmaine.org";;;"Tiffanie";"Panagakos";"6–12";;"http://www.bgcmaine.org/";;"Monday - Friday";"3:00pm - 6:00pm";;;"The Riverton Park Extension has offered afterschool programs for children ages 6-12 years old since 2001. The Club provides a safe environment for youth to spend their out of school time. With a one-year membership to the Boys & Girls Clubs of Southern Maine, members can enjoy the computer room for homework assistance, the games room to play foosball and board games, the art room to create something exciting and enjoy a nutritious snack each day.";;"Membership Fee: $5 per year";"YES";"NO";"https://irp-cdn.multiscreensite.com/7feae4b6/dms3rep/multi/desktop/BGC_BLK_LogoMAINE-411x97.png";
"Boys & Girls Clubs of Southern Maine - Sagamore Village Clubhouse";;"21 Popham Street";;"Portland";"ME";"04102";"207-689-2160";;"CUMBERLAND";"tpanagakos@bgcmaine.org";;;"Tiffanie";"Panagakos";;;"http://www.bgcmaine.org/";;"Monday - Friday";"3:00pm - 6:00pm";;;"The Club provides a safe environment for youth to spend their out of school time. Members can enjoy the computer room for homework assistance, the games room to play foosball and board games, the art room to create something exciting and enjoy a nutritious snack each day.";;"Membership Fee: $5 per year";"YES";"NO";"https://irp-cdn.multiscreensite.com/7feae4b6/dms3rep/multi/desktop/BGC_BLK_LogoMAINE-411x97.png";
"Boys & Girls Clubs of Southern Maine - South Portland Clubhouse";;"169 Broadway";;"South Portland";"ME";"04106";"207-874-1075";;"CUMBERLAND";"mgoodrich@bgcmaine.org";;;"Mary";"Goodrich";"6–18";;"http://www.bgcmaine.org/";;"Monday - Friday";"2:00pm - 8:00pm; Early Release Wednesdays: 12:00pm - 6:00pm";;;"Since 1974, the South Portland Clubhouse has offered after school programs for children ages 6-18. The Club provides a safe environment for youth to spend their out of school time. With a one-year membership, kids and teens can enjoy the learning center for homework assistance, the art room to create something exciting, get active in the Club's gymnasium, enjoy a nutritious snack each day and lots more.";;"Membership Fee: $5 per year";"YES";"NO";"https://irp-cdn.multiscreensite.com/7feae4b6/dms3rep/multi/desktop/BGC_BLK_LogoMAINE-411x97.png";
"Boys & Girls Club of Bangor";;"161 Davis Rd";;"Bangor";"ME";"  04401";"207-942-6365";;"PENOBSCOT";"CHamel@bangorhousing.org";;;"Catherine";"Myatt";;;"http://www.bgcbangor.org/";;"Monday - Friday";"3:00pm - 5:00pm";;;"During the After School Program, club members join our staff in the Clubhouse for homework help and spend time in the Bangor Housing gym for physical exercise and fitness activities. Members receive one-on-one mentoring, and have access to our computer lab, reading corner, outside play area, educational games and the fun room. In the gym, a variety of team-building activities and sports are played as a way to build teamwork, social skills and learn healthy habits. ";;;"YES";"NO";"https://static.wixstatic.com/media/416e33_bca400f524a14cc5a2a3ebf1d2912943~mv2.png/v1/fill/w_154,h_84,al_c,usm_0.66_1.00_0.01/416e33_bca400f524a14cc5a2a3ebf1d2912943~mv2.png";
"Augusta Boys & Girls Club for Teens";;"22 Armory St.";;"Augusta";"ME";" 04330";"207-622-0452";;"KENNEBEC";"djoyce@augustateencenter.org";;;"Darren";"Joyce";;;"https://augustaboysandgirlsclub.com/";;"Tuesday - Friday";"2:00pm - 5:00pm";;;"We are youth and adults working together to ensure that the city of Augusta nurtures all of its children. We support the ideal that each child should have the following basics in their lives: - A caring adult or mentor - Safe places in which to live, play, and grow - An appropriate and marketable education - A healthy start and access to medical care -Opportunities to be part of the community ";;;"YES";"NO";"https://augustateencenter.files.wordpress.com/2018/02/abgc_logo3.jpg";
"Camp Jordan";;"101 Camp Jordan Way";;"Ellsworth";"ME";" 04605";"207-944-4532";;"HANCOCK";"JFournier@BangorY.org";;;"Jayci";"Fournier";;;"https://www.campjordan.org/";;;;;;"The Bangor YMCA Wilderness Center at Camp Jordan offers so many choices all summer long, and the common thread is that every program will bring incredible growth, skills, friendship, and fun. Set on a 200 acre campus along the shores of Branch Lake in the beautiful Maine wilderness, our Sleep Away Camp, Adventure Seekers, and Leaders School give boys, girls, and teens of all ages and interests a sense of adventure, belonging, and purpose. These programs allow a child to progress and grow each year in our specially designed age appropriate adventures. Our goal is to partner with parents throughout their child's life. The Bangor YMCA’s Wilderness Center at Camp Jordan provides an idyllic group of resources in which to explore opportunities for personal growth and the enhancement of outdoor skills. The bedrock of our philosophy focuses on the value of experiential learning and encourages self-discovery through the wonders of the Maine environment.";;;"NO";"YES";;
"Penobscot Bay YMCA Afterschool Program @ Camden/Rockport Elementary School";;"11 Children's Way";;"Rockport";"ME";" 04856";"207-236-3375";250;"KNOX";"afterschool@penbayymca.org";;;"Lydia";"Fournier";;;"http://www.penbayymca.org/";;"Monday - Friday";"afterschool - 5:30pm";;;"Your child will move directly from their classroom to the cafeteria to join the Afterschool Program. The Afterschool Program will utilize the school cafeteria, atrium, playground and when available the gym during the Afterschool Program. Children will remain at CRES until parent pick up.";;"$10/day";"YES";"NO";"http://www.penbayymca.org/graphics/main/logo_blue.png";
